t,vx,vxintra,vxinter,vy,vyintra,vyinter,cbocc
-3.55985598559856,0.0020615514999447,6.185112149529385e-8,0.002061489648823205,0.003744762881968931,-1.1518884962508511e-14,0.003744762881970956,9.839392694998544e-6
-3.5588558855885584,0.0020286246316254,6.22444273508921e-8,0.00202856238719805,0.0037503615024953225,3.4556654887525534e-14,0.003750361502481214,9.86985201772384e-6
-3.5578557855785573,0.001995351728828832,6.2634012345952e-8,0.0019952890948164857,0.003755802622640999,1.7278327443762767e-14,0.0037558026226368053,9.89984211143016e-6
-3.556855685568557,0.0019617321674495944,6.301976904492744e-8,0.001961669147680549,0.003761084816558065,4.031609736877979e-14,0.0037610848165149586,9.92935865074453e-6
-3.5558555855585556,0.0019277653383042337,6.340152960578442e-8,0.001927701936774628,0.0037662066568378144,0.0,0.003766206656857845,9.958397414835605e-6
-3.5548554855485546,0.001893450647508572,6.377931003182454e-8,0.0018933868681985406,0.0037711667151269926,5.759442481254256e-15,0.0037711667151430735,9.986954290275757e-6
-3.553855385538554,0.0018587875162614505,6.415296075401988e-8,0.0018587233633006962,0.0037759635616670417,1.1518884962508511e-14,0.003775963561654855,1.0015025273923404e-5
-3.552855285528553,0.0018237753811348515,6.452232310304487e-8,0.0018237108588117486,0.003780595765559034,0.0,0.003780595765555461,1.0042606475824545e-5
-3.5518551855185514,0.00178841369426043,6.488728177474593e-8,0.0017883488069786557,0.003785061894959493,1.1518884962508511e-14,0.0037850618949575093,1.0069694122134012e-5
-3.5508550855085512,0.0017527019234523749,6.524775320063585e-8,0.0017526366756991738,0.0037893605169882424,-1.1518884962508511e-14,0.0037893605169965925,1.009628455805541e-5
-3.54985498549855,0.001716639552303184,6.560364685794581e-8,0.0017165739486563261,0.0037934901978493554,-6.335386729379681e-14,0.0037934901979044186,1.0122374250799917e-5
-3.5488548854885487,0.0016802260802319623,6.595477797594555e-8,0.0016801601254539862,0.0037974495030845684,0.0,0.0037974495030825154,1.0147959792562982e-5
-3.5478547854785485,0.0016434610228688563,6.63011161933651e-8,0.0016433947217526623,0.003801236997129805,-4.031609736877979e-14,0.003801236997176676,1.017303790351918e-5
-3.546854685468547,0.0016063439119492681,6.664254357292156e-8,0.001606277269405695,0.003804851244133017,-1.7278327443762767e-14,0.003804851244151747,1.0197605434834246e-5
-3.545854585458546,0.0015688742955073242,6.69789107645536e-8,0.0015688073165965597,0.0038082908073724807,-1.7278327443762767e-14,0.003808290807367034,1.0221659371693955e-5
-3.5448544854485453,0.0015310517380962491,6.731012039203478e-8,0.0015309844279758572,0.0038115542496484373,5.759442481254256e-15,0.0038115542496523717,1.0245196836350099e-5
-3.5438543854385443,0.001492875820908397,6.763610941711068e-8,0.00149280818479898,0.003814640133398285,3.4556654887525534e-14,0.0038146401333846365,1.0268215091182511e-5
-3.542854285428543,0.001454346141725401,6.795666126996898e-8,0.0014542781850641312,0.0038175470205813865,2.3037769925017022e-14,0.0038175470205647987,1.029071154177672e-5
-3.5418541854185417,0.0014154623153924159,6.827174194557667e-8,0.0014153940436504705,0.0038202734728921715,5.759442481254256e-15,0.003820273472895516,1.0312683740017148e-5
-3.54085408540854,0.0013762239737604475,6.858130368695325e-8,0.0013761553924567607,0.003822818051858045,-1.7278327443762767e-14,0.0038228180518594455,1.0334129387194963e-5
-3.53985398539854,0.0013366307656462793,6.888510587775091e-8,0.0013365618805404017,0.003825179318804832,-5.759442481254256e-15,0.003825179318798123,1.0355046337130496e-5
-3.538853885388539,0.0012966823573956649,6.918313916301944e-8,0.0012966131742565019,0.0038273558349777256,-1.7278327443762767e-14,0.0038273558349912087,1.0375432599309835e-5
-3.5378537853785375,0.0012563784326590172,6.947526115564106e-8,0.0012563089573978613,0.0038293461617486253,0.0,0.003829346161736361,1.0395286342034522e-5
-3.5368536853685373,0.0012157186927310285,6.976139624581778e-8,0.0012156489313347827,0.003831148860391521,-3.4556654887525534e-14,0.0038311488604297872,1.0414605895584461e-5
-3.535853585358536,0.00117470285656823,7.004141349577402e-8,0.0011746328151547342,0.0038327624926353995,-1.7278327443762767e-14,0.0038327624926473014,1.0433389755393394e-5
-3.5348534853485347,0.0011333306610770012,7.031527442032332e-8,0.001133260345802581,0.0038341856202380427,5.759442481254256e-15,0.0038341856202258363,1.045163658523629e-5
-3.533853385338533,0.00109160186097979,7.058275923444087e-8,0.0010915312782205557,0.0038354168053891923,5.18349823312883e-14,0.003835416805345713,1.0469345220428444e-5
-3.5328532853285335,0.001049516229344586,7.084385630687686e-8,0.0010494453854882786,0.0038364546105723214,-1.7278327443762767e-14,0.003836454610613378,1.0486514671035256e-5
-3.531853185318532,0.0010070735574181755,7.109845553533646e-8,0.0010070024589626404,0.0038372975991693755,2.879721240627128e-14,0.003837297599144514,1.0503144125092561e-5
-3.5308530853085305,0.0009642736548297982,7.13464113573337e-8,0.000964202308418441,0.0038379443345968565,-4.031609736877979e-14,0.003837944334647971,1.0519232951836908e-5
-3.5298529852985294,0.000921116349911414,7.158772330444551e-8,0.0009210447621881096,0.0038383933815037885,-1.1518884962508511e-14,0.003838393381510203,1.0534780704945183e-5
-3.5288528852885293,0.0008776014894545252,7.182215266104091e-8,0.0008775296673018639,0.003838643304838685,-4.031609736877979e-14,0.0038386433048800237,1.0549787125783039e-5
-3.5278527852785277,0.000833728939365552,7.204973824768647e-8,0.0008336568896273047,0.0038386926707710627,3.4556654887525534e-14,0.0038386926707542116,1.0564252146661719e-5
-3.5268526852685267,0.0007894985844049867,7.22703958653255e-8,0.0007894263140091211,0.0038385400460406215,-4.031609736877979e-14,0.0038385400460636218,1.0578175894102132e-5
-3.5258525852585265,0.0007449103283232891,7.248391520098304e-8,0.000744837844408088,0.0038381839987693287,1.7278327443762767e-14,0.0038381839987597158,1.0591558692106193e-5
-3.524852485248525,0.00069996409431321,7.269027343254409e-8,0.0006998914040397776,0.0038376230979142705,2.3037769925017022e-14,0.0038376230979015663,1.0604401065434588e-5
-3.5238523852385235,0.0006546598248927125,7.288937930758064e-8,0.000654586935513405,0.0038368559137687236,2.3037769925017022e-14,0.003836855913743476,1.0616703742890429e-5
-3.5228522852285225,0.0006089974821256044,7.30811557794968e-8,0.0006089244009698248,0.003835881017772094,-4.031609736877979e-14,0.0038358810178232314,1.0628467660608127e-5
-3.5218521852185214,0.0005629770476775466,7.326545838029525e-8,0.0005629037822191662,0.003834696983062823,-1.7278327443762767e-14,0.003834696983050698,1.0639693965346963e-5
-3.5208520852085208,0.0005165985231781703,7.344229975705613e-8,0.0005165250808784132,0.003833302383798773,1.7278327443762767e-14,0.003833302383797106,1.0650384017788444e-5
-3.5198519851985197,0.0004698619300644345,7.361155659357619e-8,0.000469788318507841,0.0038316957959577905,0.0,0.0038316957959847833,1.0660539395836967e-5
-3.518851885188518,0.0004227673098620064,7.377311480145592e-8,0.0004226935367472047,0.0038298757971937207,0.0,0.003829875797177348,1.0670161897923225e-5
-3.517851785178518,0.0003753147243395017,7.392688823345593e-8,0.0003752407974512683,0.0038278409666693807,-5.759442481254256e-15,0.0038278409666703725,1.067925354630969e-5
-3.5168516851685165,0.00032750425569390317,7.407286963837218e-8,0.0003274301828242649,0.00382558988560371,2.3037769925017022e-14,0.003825589885582701,1.0687816590397431e-5
-3.5158515851585155,0.00027933600656028767,7.421100582973854e-8,0.00027926179555445813,0.003823121136943481,-2.3037769925017022e-14,0.0038231211369482007,1.0695853510033193e-5
-3.5148514851485153,0.0002308101000454894,7.434109817813388e-8,0.00023073575894731117,0.0038204333058182937,5.759442481254256e-15,0.0038204333058079573,1.0703367018816855e-5
-3.513851385138514,0.000181926680198316,7.446314024274024e-8,0.00018185221705807332,0.0038175249792698836,-1.7278327443762767e-14,0.0038175249793029956,1.0710360067407958e-5
-3.5128512851285127,0.00013268591190989136,7.457708582983102e-8,0.00013261133482406152,0.0038143947467589524,0.0,0.0038143947467676716,1.0716835846830794e-5
-3.511851185118512,8.308798105492454e-5,7.468285939266512e-8,8.301329819553163e-5,0.00381104119983112,5.759442481254256e-15,0.0038110411998233482,1.0722797791777316e-5
-3.510851085108511,3.3133094580605896e-5,7.478031475169922e-8,3.305831426585417e-5,0.0038074629324624893,0.0,0.0038074629324724926,1.072824958390698e-5
-3.5098509850985096,-1.7178519023934326e-5,7.486957504366209e-8,-1.7253388598977896e-5,0.003803658541180599,-1.1518884962508511e-14,0.0038036585411934543,1.073319515514307e-5
-3.5088508850885094,-6.784661028399973e-5,7.495034776533693e-8,-6.792156063176508e-5,0.0037996266250183435,-2.3037769925017022e-14,0.0037996266250356686,1.0737638690964565e-5
-3.5078507850785083,-0.00011887090779437163,7.502274220344183e-8,-0.00011894593053657512,0.003795365785727074,5.759442481254256e-15,0.0037953657857153784,1.0741584633692831e-5
-3.506850685068507,-0.00017025111869188112,7.508666965034765e-8,-0.00017032620536153146,0.003790874627684448,-2.879721240627128e-14,0.0037908746277118405,1.07450376857725e-5
-3.5058505850585053,-0.00022198692838089684,7.514199193474475e-8,-0.00022206207037283148,0.0037861517584070192,5.18349823312883e-14,0.003786151758363883,1.0748002813045513e-5
-3.504850485048505,-0.0002740780001079665,7.518882150070343e-8,-0.0002741531889294674,0.003781195787945496,-1.7278327443762767e-14,0.003781195787966978,1.0750485248017551e-5
-3.503850385038504,-0.00032652397543938373,7.52269196190806e-8,-0.0003265992023590028,0.0037760053298580864,-1.1518884962508511e-14,0.003776005329870666,1.0752490493116361e-5
-3.5028502850285026,-0.00037932447350036284,7.525633324929454e-8,-0.00037939972983361216,0.0037705790006518345,6.911330977505107e-14,0.003770579000576793,1.075402432394089e-5
-3.5018501850185024,-0.00043247909119273337,7.527705454525792e-8,-0.0004325543682472788,0.0037649154198286933,-2.3037769925017022e-14,0.0037649154198380963,1.0755092792500532e-5
-3.5008500850085014,-0.0004859874031261012,7.528896800463786e-8,-0.0004860626920941058,0.003759013210737924,-1.1518884962508511e-14,0.0037590132107570905,1.0755702230443741e-5
-3.4998499849985,-0.0005398489612866237,7.529205962428548e-8,-0.0005399242533462481,0.0037528709998849615,5.759442481254256e-15,0.003752870999885427,1.075585925227514e-5
-3.4988498849884984,-0.0005940632950152538,7.528631799539515e-8,-0.0005941385813332492,0.003746487417328817,0.0,0.0037464874173238584,1.0755570758559867e-5
-3.4978497849784973,-0.0006486299109792275,7.527164256463754e-8,-0.0006487051826217921,0.0037398610968203054,-1.7278327443762767e-14,0.003739861096822603,1.07548439391148e-5
-3.496849684968497,-0.0007035482928760293,7.524801997294546e-8,-0.0007036235408960022,0.0037329906758769155,1.1518884962508511e-14,0.0037329906758821266,1.0753686276186148e-5
-3.4958495849584956,-0.0007588179013304843,7.521550794446082e-8,-0.0007588931168384285,0.003725874795869204,5.759442481254256e-15,0.0037258747958544875,1.0752105547611729e-5
-3.4948494849484946,-0.0008144381740498024,7.517396124549465e-8,-0.0008145133480110478,0.003718512102049591,-5.759442481254256e-15,0.003718512102045153,1.0750109829967375e-5
-3.4938493849384944,-0.0008704085253099361,7.512342734442495e-8,-0.0008704836487372806,0.003710901243846094,1.7278327443762767e-14,0.003710901243815147,1.0747707501696622e-5
-3.492849284928493,-0.0009267283460869856,7.506389727815539e-8,-0.0009268034099842639,0.0037030408747183385,1.7278327443762767e-14,0.0037030408746837615,1.074490724622283e-5
-3.4918491849184914,-0.000983397003960791,7.499528408213125e-8,-0.000983471999244873,0.00369492965247433,2.879721240627128e-14,0.003694929652431766,1.0741718055042956e-5
-3.4908490849084903,-0.0010404138428261648,7.4917594431382e-8,-0.0010404887604205965,0.003686566239207099,-5.759442481254256e-15,0.0036865662392047134,1.0738149230801884e-5
-3.48984898489849,-0.0010977781829025002,7.483080190954593e-8,-0.0010978530137044098,0.0036779493016517867,2.3037769925017022e-14,0.003677949301616986,1.0734210390346538e-5
-3.4888488848884887,-0.001155489320513097,7.473495094925882e-8,-0.0011555640554640465,0.003669077510868875,5.759442481254256e-15,0.00366907751085642,1.07299114677585e-5
-3.4878487848784876,-0.0012135465281340315,7.462999094280693e-8,-0.001213621158124974,0.0036599495427682978,0.0,0.0036599495427892263,1.0725262717364671e-5
-3.486848684868487,-0.0012719490540874106,7.451596670567191e-8,-0.0012720235700541165,0.0036505640780864,5.759442481254256e-15,0.0036505640780652676,1.0720274716724747e-5
-3.485848584858486,-0.0013306961227357085,7.439270783542991e-8,-0.001330770515443544,0.003640919802195879,-5.759442481254256e-15,0.0036409198022238657,1.071495836959471e-5
-3.4848484848484844,-0.0013897869337690094,7.426042500087725e-8,-0.0013898611941940105,0.0036310154057853975,-2.879721240627128e-14,0.0036310154057999323,1.0709324908865619e-5
-3.4838483848384842,-0.001449220662820772,7.411897793180833e-8,-0.001449294781798704,0.0036208495844103463,-2.3037769925017022e-14,0.003620849584430543,1.070338589947617e-5
-3.482848284828483,-0.0015089964607471172,7.396848029740016e-8,-0.0015090704292274142,0.0036104210389823984,1.1518884962508511e-14,0.0036104210389619213,1.0697153241298324e-5
-3.4818481848184817,-0.0015691134539491285,7.380886097182801e-8,-0.0015691872628101,0.0035997284755218523,-4.031609736877979e-14,0.0035997284755572316,1.069063917199513e-5
-3.4808480848084815,-0.0016295707440227712,7.364009815955814e-8,-0.0016296443841209303,0.0035887706058314863,3.4556654887525534e-14,0.0035887706058045326,1.068385626984992e-5
-3.47984798479848,-0.0016903674075700974,7.346229297484953e-8,-0.001690440869863072,0.003577546146851502,2.3037769925017022e-14,0.0035775461468249142,1.0676817456565376e-5
-3.478847884788479,-0.0017515024963805524,7.327537174049385e-8,-0.0017515757717522925,0.0035660538213736935,-5.759442481254256e-15,0.003566053821381389,1.066953600003214e-5
-3.4778477847784783,-0.0018129750369519182,7.307945006623306e-8,-0.001813048116401984,0.003554292358012652,2.3037769925017022e-14,0.00355429235798797,1.066202551706533e-5
-3.4768476847684773,-0.0018747840307529351,7.287445505856671e-8,-0.001874856905207994,0.003542260490986907,-2.879721240627128e-14,0.003542260491019074,1.0654299976108056e-5
-3.475847584758476,-0.0019369284537419681,7.266049138754284e-8,-0.001937001114233356,0.0035299569607812604,-2.3037769925017022e-14,0.003529956960819638,1.0646373699901625e-5
-3.4748474847484747,-0.001999407256546884,7.243754699126593e-8,-0.0019994796940938754,0.003517380513789702,-1.7278327443762767e-14,0.003517380513815702,1.0638261368120796e-5
-3.473847384738473,-0.0020622193642354553,7.220560810530266e-8,-0.0020622915698435607,0.0035045299026206602,5.759442481254256e-15,0.00350452990262512,1.0629978019973076e-5
-3.472847284728473,-0.0021253636761034427,7.196475743786298e-8,-0.0021254356408608806,0.003491403886177634,1.1518884962508511e-14,0.003491403886168599,1.0621539056760865e-5
-3.471847184718472,-0.002188839065687083,7.171504851529708e-8,-0.0021889107807355986,0.0034780012298089393,1.1518884962508511e-14,0.0034780012297812024,1.061296024440585e-5
-3.4708470847084705,-0.0022526443807117237,7.14564437106166e-8,-0.0022527158371554346,0.003464320705324986,0.0,0.003464320705324153,1.0604257715934687e-5
-3.4698469846984703,-0.0023167784427877334,7.118900626995157e-8,-0.002316849631794004,0.003450361091320806,2.3037769925017022e-14,0.0034503610912972327,1.0595447973924479e-5
-3.4688468846884692,-0.002381240047407747,7.091279171495447e-8,-0.0023813109601994622,0.003436121172951438,5.759442481254256e-15,0.0034361211729514868,1.0586547892907194e-5
-3.4678467846784677,-0.0024460279638536015,7.062782967372796e-8,-0.002446098591683275,0.0034215997424445156,5.18349823312883e-14,0.003421599742402302,1.0577574721732435e-5
-3.4668466846684662,-0.0025111409349874614,7.033422286780349e-8,-0.00251121126921033,0.0034067955987604603,5.759442481254256e-15,0.0034067955987427327,1.0568546085886352e-5
-3.465846584658465,-0.0025765776773280947,7.003196159090718e-8,-0.002576647709289686,0.0033917075481684255,5.759442481254256e-15,0.0033917075481572218,1.0559479989766529e-5
-3.464846484648465,-0.0026423368807525862,6.972111380735395e-8,-0.0026424066018663935,0.003376334404033199,-2.3037769925017022e-14,0.0033763344040357653,1.0550394818911667e-5
-3.4638463846384635,-0.0027084172085411044,6.940167319343157e-8,-0.0027084866102142975,0.003360674987131971,2.879721240627128e-14,0.003360674987088278,1.0541309342185039e-5
-3.4628462846284624,-0.002774817297097333,6.907373210956888e-8,-0.002774886370829442,0.0033447281254642713,2.879721240627128e-14,0.0033447281254594,1.0532242713910492e-5
-3.4618461846184623,-0.0028415357559456195,6.87373795651677e-8,-0.0028416044933251843,0.0033284926548336757,0.0,0.0033284926548436825,1.0523214475959742e-5
-3.4608460846084608,-0.0029085711676222832,6.839270593436264e-8,-0.0029086395603282176,0.0033119674186116665,5.759442481254256e-15,0.003311967418601138,1.0514244559790321e-5
-3.4598459845984593,-0.0029759220877330793,6.803964237280869e-8,-0.0029759901273754517,0.003295151267887379,1.7278327443762767e-14,0.0032951512678730936,1.0505353288432638e-5
-3.458845884588458,-0.00304358704451994,6.76782926539042e-8,-0.0030436547228125943,0.0032780430616807014,-1.7278327443762767e-14,0.0032780430616981813,1.0496561378425266e-5
-3.457845784578458,-0.003111564538876494,6.730881733833698e-8,-0.0031116318476938323,0.0032606416671265752,-2.879721240627128e-14,0.003260641667128797,1.0487889941697363e-5
-3.4568456845684565,-0.0031798530444998867,6.693118322037939e-8,-0.0031799199756831066,0.0032429459593194933,0.0,0.00324294595934779,1.0479360487397368e-5
-3.4558455845584555,-0.0032484510074408117,6.654551511643158e-8,-0.0032485175529559283,0.0032249548217972894,5.759442481254256e-15,0.0032249548217856837,1.0470994923666605e-5
-3.4548454845484544,-0.003317356846319095,6.615178450498076e-8,-0.003317422998103599,0.0032066671462589284,1.7278327443762767e-14,0.003206667146237999,1.0462815559356293e-5
-3.453845384538454,-0.0033865689518796393,6.57501582881337e-8,-0.003386634702037927,0.0031880818329561465,-3.4556654887525534e-14,0.003188081832983157,1.0454845105687614e-5
-3.4528452845284527,-0.0034560856872168366,6.534068111054542e-8,-0.0034561510278979476,0.003169197790895033,-1.1518884962508511e-14,0.003169197790900396,1.0447106677853849e-5
-3.4518451845184512,-0.0035259053875232767,6.492343429767682e-8,-0.003525970310957574,0.0031500139376056512,3.4556654887525534e-14,0.003150013937588044,1.0439623796562129e-5
-3.450845084508451,-0.0035960263600852012,6.449844964374748e-8,-0.0035960908585348445,0.003130529199476089,-5.759442481254256e-15,0.003130529199482083,1.0432420389515428e-5
-3.4498449844984496,-0.0036664468840502595,6.406585276514918e-8,-0.0036665109499030247,0.0031107425119828317,-1.1518884962508511e-14,0.0031107425119749534,1.0425520792832353e-5
-3.4488448844884485,-0.0037371652105591545,6.362564330571429e-8,-0.0037372288362024614,0.0030906528195525406,5.759442481254256e-15,0.003090652819535119,1.0418949752404166e-5
-3.4478447844784483,-0.0038081795623407244,6.317801370419486e-8,-0.0038082427403544287,0.0030702590758557805,2.879721240627128e-14,0.003070259075826351,1.0412732425188253e-5
-3.446844684468447,-0.003879488134071388,6.272290495763772e-8,-0.0038795508569763456,0.0030495602438415795,5.759442481254256e-15,0.0030495602438275213,1.0406894380436445e-5
-3.4458445844584458,-0.003951089091732744,6.226056505486231e-8,-0.0039511513522977985,0.003028555295967804,0.0,0.0030285552959527237,1.0401461600857273e-5
-3.444844484448445,-0.00402298057322434,6.17908544154679e-8,-0.004023042364078756,0.003007243214160845,-2.3037769925017022e-14,0.003007243214171379,1.0396460483710372e-5
-3.443844384438444,-0.004095160687503647,6.131402507744393e-8,-0.004095222001528725,0.0029856229901496635,1.1518884962508511e-14,0.00298562299012884,1.0391917841833198e-5
-3.4428442844284426,-0.004167627515099166,6.083012811969042e-8,-0.004167688345227286,0.0029636936253045277,2.879721240627128e-14,0.0029636936252672432,1.0387860904598133e-5
-3.4418441844184424,-0.0042403791078999865,6.033914607057947e-8,-0.004240439447046058,0.0029414541309480224,5.759442481254256e-15,0.0029414541309466863,1.0384317318798852e-5
-3.4408440844084414,-0.0043134134888008395,5.984127186915684e-8,-0.004313473330072709,0.002918903528579667,1.7278327443762767e-14,0.0029189035285663955,1.038131514946529e-5
-3.43984398439844,-0.004386728652055115,5.933648013881632e-8,-0.004386787988535253,0.0028960408497146523,1.7278327443762767e-14,0.0028960408496863017,1.0378882880605575e-5
-3.4388438843884384,-0.004460322562771672,5.8824956695246355e-8,-0.004460381387728368,0.0028728651361372534,-1.7278327443762767e-14,0.002872865136148835,1.0377049415874092e-5
-3.437843784378438,-0.004534193157271307,5.830666939290992e-8,-0.0045342514639407,0.0028493754402060837,-5.759442481254256e-15,0.002849375440200972,1.0375844079164426e-5
-3.436843684368437,-0.004608338342644221,5.7781739772361064e-8,-0.0046083961243839925,0.002825570824646752,2.879721240627128e-14,0.0028255708246163235,1.0375296615126486e-5
-3.4358435843584356,-0.004682755996772961,5.7250349400574714e-8,-0.004682813247122362,0.002801450362839835,5.759442481254256e-15,0.0028014503628176783,1.0375437189606201e-5
-3.4348434843484354,-0.004757443968643584,5.671236006881417e-8,-0.004757500681003653,0.0027770131390224603,2.3037769925017022e-14,0.0027770131389995723,1.0376296390006861e-5
-3.4338433843384344,-0.004832400077586592,5.616800570420525e-8,-0.004832456245592296,0.0027522582482595054,2.3037769925017022e-14,0.002752258248250985,1.0377905225571201e-5
-3.432843284328433,-0.004907622113791528,5.5617310962359084e-8,-0.004907677731102491,0.0027271847967142953,2.879721240627128e-14,0.0027271847966786576,1.0380295127582912e-5
-3.4318431843184314,-0.004983107837986385,5.5060346888373405e-8,-0.004983162898333275,0.0027017919015679672,3.4556654887525534e-14,0.002701791901530257,1.0383497949486514e-5
-3.4308430843084303,-0.005058854981390326,5.449721430547544e-8,-0.005058909478604632,0.0026760786913650387,5.18349823312883e-14,0.0026760786913175606,1.0387545966924565e-5
-3.42984298429843,-0.005134861245790417,5.3927904162912706e-8,-0.005134915173694581,0.0026500443059730913,3.4556654887525534e-14,0.0026500443059399824,1.0392471877691228e-5
-3.4288428842884286,-0.005211124303271321,5.335250614604147e-8,-0.005211177655777466,0.0026236878967785915,-3.4556654887525534e-14,0.0026236878968082904,1.0398308801600723e-5
-3.4278427842784276,-0.00528764179622519,5.2771137630198624e-8,-0.00528769456736282,0.002597008626951825,0.0,0.0025970086269685717,1.0405090280269877e-5
-3.4268426842684274,-0.005364411337449199,5.218378675928336e-8,-0.005364463521235958,0.0025700056712222794,5.759442481254256e-15,0.002570005671226013,1.04128502768141e-5
-3.425842584258426,-0.005441430509793563,5.1590605963791534e-8,-0.0054414821003995265,0.0025426782162587644,-1.1518884962508511e-14,0.0025426782162689663,1.042162317545493e-5
-3.4248424842484244,-0.0055186968664991815,5.099151628499351e-8,-0.005518747858015467,0.0025150254607788462,-1.7278327443762767e-14,0.0025150254607934413,1.0431443781038358e-5
-3.4238423842384234,-0.005596207930670969,5.038667791042171e-8,-0.00559625831734888,0.0024870466156409936,5.759442481254256e-15,0.0024870466156273496,1.0442347318463514e-5
-3.422842284228423,-0.005673961195659172,4.977605318848859e-8,-0.005674010971712359,0.0024587409038618595,0.0,0.0024587409038550174,1.0454369432019571e-5
-3.4218421842184217,-0.0057519541246968215,4.915971489558681e-8,-0.005752003284411718,0.002430107560967605,4.6075539850034045e-14,0.002430107560941588,1.0467546184630657e-5
-3.4208420842084206,-0.005830184150895616,4.853779614772644e-8,-0.005830232688691764,0.0024011458348326374,-1.1518884962508511e-14,0.0024011458348578967,1.0481914057007137e-5
-3.41984198419842,-0.005908648677503037,4.7910180802308504e-8,-0.005908696587683838,0.002371854986186438,-5.759442481254256e-15,0.002371854986205182,1.0497509946703187e-5
-3.418841884188419,-0.005987345077359254,4.727699483189042e-8,-0.005987392354354086,0.0023422342883601495,2.879721240627128e-14,0.0023422342883398155,1.0514371167078775e-5
-3.4178417841784174,-0.006066270693223566,4.663822886799737e-8,-0.006066317331452433,0.002312283027488154,-5.759442481254256e-15,0.002312283027498369,1.0532535446164844e-5
-3.4168416841684173,-0.00614542283753828,4.599392448944293e-8,-0.00614546883146277,0.0022820005029342743,1.7278327443762767e-14,0.0022820005029227765,1.0552040925431753e-5
-3.415841584158416,-0.006224798792491341,4.5344063090936434e-8,-0.006224844136554432,0.0022513860269865213,-1.1518884962508511e-14,0.002251386026985272,1.0572926158458891e-5
-3.4148414841484147,-0.006304395809817725,4.468871627055567e-8,-0.006304440498533996,0.002220438925294812,-1.7278327443762767e-14,0.0022204389253137496,1.0595230109505451e-5
-3.4138413841384145,-0.006384211110940304,4.402785821513152e-8,-0.006384255138798519,0.0021891585369055284,-1.1518884962508511e-14,0.002189158536916907,1.0618992151980161e-5
-3.412841284128413,-0.00646424188686781,4.336142233478057e-8,-0.0064642852482901456,0.002157544214330627,2.879721240627128e-14,0.0021575442143093038,1.0644252066810394e-5
-3.411841184118412,-0.006544485297944073,4.268950627320397e-8,-0.006544527987450347,0.002125595323639793,0.0,0.0021255953236369693,1.0671050040708487e-5
-3.4108410841084114,-0.006624938474192475,4.201198421201126e-8,-0.0066249804861766865,0.002093311244771449,-3.4556654887525534e-14,0.0020933112448028005,1.0699426664335273e-5
-3.4098409840984103,-0.00670559851483651,4.1328943650718825e-8,-0.0067056398437801605,0.00206069137157883,-3.4556654887525534e-14,0.00206069137159216,1.0729422930359193e-5
-3.4088408840884092,-0.006786462488618966,4.064032455320098e-8,-0.0067865031289435175,0.0020277351117896692,-4.031609736877979e-14,0.0020277351117984625,1.0761080231410392e-5
-3.4078407840784077,-0.0068675274336280805,3.994605310851978e-8,-0.006867567379681189,0.0019944418873287244,5.759442481254256e-15,0.0019944418873486494,1.079444035792875e-5
-3.4068406840684062,-0.006948790357184324,3.924611602967102e-8,-0.006948829603300353,0.001960811134427209,2.3037769925017022e-14,0.0019608111344287657,1.0829545495905326e-5
-3.405840584058406,-0.007030248235914236,3.854044897429941e-8,-0.007030286776363212,0.001926842303645829,3.4556654887525534e-14,0.0019268423036096103,1.0866438224515316e-5
-3.404840484048405,-0.007111898015615209,3.782903608532055e-8,-0.007111935844651295,0.00189253486001301,4.031609736877979e-14,0.0018925348599722305,1.0905161513643241e-5
-3.4038403840384035,-0.0071937366114003445,3.711172944045663e-8,-0.007193773723129787,0.0018578882832379967,5.759442481254256e-15,0.0018578882832339342,1.0945758721297526e-5
-3.4028402840284033,-0.007275760907413922,3.6388500521682585e-8,-0.0072757972959144445,0.0018229020678663577,-1.7278327443762767e-14,0.0018229020678739204,1.0988273590915352e-5
-3.4018401840184023,-0.007357967756969165,3.565927089791887e-8,-0.0073580034162400625,0.0017875757232627065,1.7278327443762767e-14,0.0017875757232588216,1.1032750248556196e-5
-3.4008400840084008,-0.007440353982503987,3.4923925917755316e-8,-0.007440388906429907,0.0017519087737489294,-1.1518884962508511e-14,0.0017519087737687213,1.1079233199983097e-5
-3.3998399839983993,-0.007522916375551288,3.418231618400488e-8,-0.007522950557867474,0.0017159007588979163,-2.879721240627128e-14,0.0017159007589228259,1.1127767327630615e-5
-3.398839883988398,-0.007605651696538773,3.3434431138450713e-8,-0.007605685130969908,0.0016795512334990036,0.0,0.0016795512335050797,1.1178397887460074e-5
-3.397839783978398,-0.007688556675112337,3.268005089141605e-8,-0.007688589355163228,0.0016428597676846827,-5.759442481254256e-15,0.00164285976768978,1.1231170505699381e-5
-3.3968396839683965,-0.007771628009766684,3.191909302573604e-8,-0.007771659928859707,0.001605825947132181,-4.031609736877979e-14,0.0016058259471672706,1.1286131175467908e-5
-3.3958395839583955,-0.007854862368053432,3.1151382757561044e-8,-0.007854893519436188,0.0015684493733111161,3.4556654887525534e-14,0.0015684493732699971,1.1343326253284962e-5
-3.3948394839483953,-0.007938256386476324,3.0376739153608724e-8,-0.007938286763215478,0.001530729663074577,-1.7278327443762767e-14,0.0015307296630978483,1.1402802455462258e-5
-3.393839383938394,-0.008021806670424264,2.9595025112803185e-8,-0.008021836265449375,0.001492666449655507,1.7278327443762767e-14,0.0014926664496435654,1.146460685437805e-5
