M,zeta,dt,dkx,kxmax
0.9284145445194745,0.1,4.8828125e-5,0.00023561944901923454,125.27565661902022
0.9284145445194745,0.9284145445194745,4.8828125e-5,0.0005468813086028053,343.00395675567967
