M,zeta,dt,dkx,returncode,kxmax
0.11601553017399716,0.1,0.00078125,0.00023561944901923454,1,3.2044245066615886
0.13459603241553642,0.1,0.00078125,0.00023561944901923454,1,3.2044245066615886
0.15615230060004973,0.1,0.00078125,0.00023561944901923454,1,3.2044245066615886
0.18116091942004142,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.1,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.21017480113324882,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.2438354098268829,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.28288694346259696,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.3281927872511474,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.3807546021222372,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.4417344703140069,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.5124805876960934,0.1,0.00078125,0.0009424777960769381,1,3.769911184307751
0.5945570708544391,0.1,0.00078125,0.00047123889803846907,1,3.5814156250923634
0.6897785379387658,0.1,4.8828125e-5,0.0009424777960769381,1,0.9424777960769382
0.8002502278161051,0.1,4.8828125e-5,0.0009424777960769381,1,0.9424777960769382
0.9284145445194745,0.1,4.8828125e-5,0.0009424777960769381,1,0.9424777960769382
1.0771050560367692,0.1,4.8828125e-5,0.0009424777960769381,1,0.9424777960769382
1.2496091412919867,0.1,4.8828125e-5,0.0009424777960769381,1,0.9424777960769382
1.4497406703726323,0.1,0.00078125,0.0009424777960769381,1,3.769911184307751
1.6819243248808697,0.1,0.00078125,0.0009424777960769381,1,3.769911184307751
1.9512934226359633,0.1,0.00078125,0.0009424777960769381,1,3.769911184307751
10.0,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
2.2638034095214477,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
2.6263635276533326,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
3.046989570903508,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
3.5349811050301057,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
4.1011270705513,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
4.7579443140094115,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
5.5199543212815705,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
6.404004271197279,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
7.429639507594946,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
8.619535664753032,0.1,0.00078125,0.0018849555921538763,1,3.769911184307751
0.11601553017399716,0.11601553017399716,0.00078125,0.00027335515297271585,1,3.498945958050762
0.13459603241553642,0.11601553017399716,0.00078125,0.00027335515297271585,1,3.7176300804289344
0.15615230060004973,0.11601553017399716,0.00078125,0.00027335515297271585,1,3.7176300804289344
0.18116091942004142,0.11601553017399716,0.00078125,0.00027335515297271585,1,3.7176300804289344
0.1,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.21017480113324882,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.2438354098268829,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.28288694346259696,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.3281927872511474,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.3807546021222372,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.4417344703140069,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.5124805876960934,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.5945570708544391,0.11601553017399716,0.00078125,0.0005467103059454317,1,4.15499832518528
0.6897785379387658,0.11601553017399716,4.8828125e-5,0.0010934206118908634,1,1.0934206118908634
0.8002502278161051,0.11601553017399716,4.8828125e-5,0.0010934206118908634,1,1.0934206118908634
0.9284145445194745,0.11601553017399716,4.8828125e-5,0.0010934206118908634,1,1.0934206118908634
1.0771050560367692,0.11601553017399716,4.8828125e-5,0.0010934206118908634,1,1.0934206118908634
1.2496091412919867,0.11601553017399716,4.8828125e-5,0.0010934206118908634,1,1.0934206118908634
1.4497406703726323,0.11601553017399716,0.00078125,0.0005467103059454317,1,3.936314202807107
1.6819243248808697,0.11601553017399716,0.00078125,0.0010934206118908634,1,4.373682447563453
1.9512934226359633,0.11601553017399716,0.00078125,0.0010934206118908634,1,4.373682447563453
10.0,0.11601553017399716,0.00078125,0.002186841223781727,1,4.373682447563453
2.2638034095214477,0.11601553017399716,0.00078125,0.0010934206118908634,1,4.373682447563453
2.6263635276533326,0.11601553017399716,0.00078125,0.002186841223781727,1,4.373682447563453
3.046989570903508,0.11601553017399716,0.00078125,0.002186841223781727,1,4.373682447563453
3.5349811050301057,0.11601553017399716,0.00078125,0.002186841223781727,1,4.373682447563453
