t,vx,vxintra,vxinter,vy,vyintra,vyinter
-15.4688672168042,-0.00350005595662456,2.6722857094793305e-8,-0.003500082679496674,0.0012644677491833178,0.0,0.001264467749206256
-15.458864716179043,-0.003759998996000838,2.658601232438518e-8,-0.0037600255820242957,0.0005528054494394752,-4.707345624410664e-14,0.0005528054494650684
-15.448862215553888,-0.004009547093879767,2.6323104641431638e-8,-0.004009573416997056,-0.0001750216532272475,2.7533531010703882e-14,-0.0001750216532986974
-15.438859714928732,-0.004247470326823057,2.5923489782684037e-8,-0.004247496250329715,-0.0009163348455452081,9.947598300641403e-14,-0.0009163348455326014
-15.428857214303576,-0.004472562988797781,2.537666922601277e-8,-0.004472588365459277,-0.001668347661136771,-1.2079226507921703e-13,-0.0016683476611548385
-15.41885471367842,-0.004683649057821312,2.4670780574388304e-8,-0.004683673728611477,-0.0024281753163633013,1.1723955140041653e-13,-0.0024281753161578736
-15.408852213053265,-0.004879587641044213,2.3794022142450644e-8,-0.004879611435075953,-0.0031928447347926436,-1.3500311979441904e-13,-0.003192844734849413
-15.398849712428108,-0.005059278383293109,2.2734939257706603e-8,-0.005059301118238519,-0.003959305134801028,-6.128431095930864e-14,-0.003959305134643352
-15.388847211802949,-0.005221666811920588,2.148222864215448e-8,-0.00522168829414012,-0.00472443914174292,1.1546319456101628e-14,-0.004724439141788015
-15.378844711177793,-0.00536574958460612,2.0024804835759024e-8,-0.005365769609412367,-0.005485074396167633,-2.220446049250313e-14,-0.005485074396086832
-15.368842210552636,-0.0054905796372022725,1.8352980952723762e-8,-0.005490597990179535,-0.00623799560817595,1.1368683772161603e-13,-0.006237995608160094
-15.35883970992748,-0.005595271190996028,1.645783723727654e-8,-0.0055952876488262054,-0.006979957029678019,-2.469136006766348e-13,-0.006979957029844781
-15.348837209302324,-0.005679004601524217,1.4331862889443122e-8,-0.005679018933385855,-0.007707695289989047,-4.973799150320701e-14,-0.0077076952897116285
-15.338834708677169,-0.0057410310255323295,1.1970100213176497e-8,-0.005741042995621689,-0.008417942552215507,8.970602038971265e-14,-0.008417942551812694
-15.328832208052013,-0.0057806768846137505,9.368966338608412e-9,-0.005780686253575758,-0.009107439944994411,-4.263256414560601e-14,-0.009107439944839249
-15.318829707426858,-0.005797348100862069,6.527682492981079e-9,-0.005797354628519548,-0.009772951214189085,4.982680934517703e-13,-0.009772951214183088
-15.308827206801698,-0.005790534083165229,3.447366729313091e-9,-0.005790537530544668,-0.010411276542509285,-1.7852386235972517e-13,-0.010411276542898827
-15.298824706176546,-0.0057598114419815894,1.3244495656151708e-10,-0.005759811574420001,-0.011019266487156898,6.394884621840902e-14,-0.011019266487683895
-15.288822205551389,-0.005704847414212432,-3.4100985242219068e-9,-0.005704844004116037,-0.011593835973114253,1.580957587066223e-13,-0.011593835973658055
-15.27881970492623,-0.0056254029765219074,-7.170404947186709e-9,-0.005625395806106031,-0.012131978291628265,2.0961010704922955e-13,-0.012131978291732433
-15.268817204301074,-0.005521335628126228,-1.1135662348367513e-8,-0.005521324492443423,-0.012630779038981466,1.0658141036401503e-14,-0.01263077903871139
-15.258814703675922,-0.0053926018265530555,-1.5290507515112955e-8,-0.0053925865360462295,-0.013087429943094975,-7.993605777301127e-14,-0.013087429943344464
-15.248812203050761,-0.005239259057840056,-1.9616937884045378e-8,-0.005239239440895241,-0.0134992425163869,1.865174681370263e-13,-0.013499242516365785
-15.238809702425606,-0.005061467527918097,-2.4094996641185618e-8,-0.005061443432932068,-0.013863661465880028,5.1514348342607263e-14,-0.01386366146536958
-15.22880720180045,-0.004859491457554019,-2.8701909966666768e-8,-0.004859462755661638,-0.01417827781390546,-4.440892098500626e-15,-0.014178277814373207
-15.218804701175294,-0.004633699972470473,-3.3413813976909985e-8,-0.004633666558644645,-0.014440841667584081,-1.3589129821411916e-13,-0.014440841667366595
-15.208802200550139,-0.004384567572989662,-3.820500189602596e-8,-0.004384529367981137,-0.014649274556317593,-2.282618538629322e-13,-0.014649274556112073
-15.198799699924983,-0.004112674176490574,-4.3049288344614014e-8,-0.00411263112721674,-0.014801681312912152,-1.163513729807164e-13,-0.014801681312898723
-15.188797199299826,-0.003818704722119843,-4.791973278710164e-8,-0.0038186568024014896,-0.014896361409840075,-5.329070518200751e-15,-0.014896361410036285
-15.17879469867467,-0.0035034483316220273,-5.278891802242565e-8,-0.003503395542706304,-0.014931819708441374,7.283063041541027e-14,-0.014931819708270224
-15.168792198049514,-0.0031677970251366727,-5.7630550112798925e-8,-0.0031677393945886423,-0.014906776559304724,-7.460698725481052e-14,-0.014906776558921439
-15.158789697424355,-0.0028127439796844875,-6.241780450199987e-8,-0.002812681561878447,-0.014820177204616591,1.829647544582258e-13,-0.014820177204554218
-15.148787196799198,-0.00243938134156151,-6.71256335068029e-8,-0.002439314215936942,-0.014671200426874975,-1.0835776720341528e-13,-0.01467120042702743
-15.138784696174042,-0.0020488975815000977,-7.172937295786537e-8,-0.0020488258521153086,-0.014459266391495973,-1.7763568394002505e-14,-0.01445926639131669
-15.128782195548887,-0.0016425744034562217,-7.620682440840289e-8,-0.0016424981966195094,-0.014184043638572952,3.907985046680551e-14,-0.014184043638646815
-15.118779694923731,-0.0012217832052717997,-8.053593483623922e-8,-0.0012217026693625622,-0.013845455182515565,2.1049828546892968e-13,-0.013845455182554318
-15.108777194298575,-0.0007879811029290131,-8.469716397041333e-8,-0.0007878964057533619,-0.013443683666917394,-1.2256862191861728e-13,-0.013443683666826326
-15.09877469367342,-0.0003427065217528605,-8.867168943062399e-8,-0.0003426178500819315,-0.012979175545357435,-1.412203687323199e-13,-0.012979175545046993
-15.088772193048264,0.00011242563184407455,-9.2442072734439e-8,0.00011251807391347447,-0.012452644246332412,-3.2862601528904634e-14,-0.012452644246527167
-15.078769692423103,0.0005757292076039395,-9.599174119808729e-8,0.0005758251993295553,-0.011865072297015722,-3.3928415632544784e-13,-0.011865072296595074
-15.068767191797948,0.0010454524427154846,-9.930482226488865e-8,0.0010455517475272916,-0.011217712361689003,-1.376676550535194e-13,-0.011217712361865962
-15.058764691172795,0.0015197839728061074,-1.0236536435755197e-7,0.001519886338175523,-0.010512087196413056,-3.7481129311345285e-13,-0.010512087196571764
-15.048762190547636,0.0019968592022177067,-1.0515755371252324e-7,0.0019969643597986947,-0.009749988469087256,1.0658141036401503e-13,-0.009749988469350601
-15.038759689922479,0.0024747670169183813,-1.076643187322556e-7,0.002474874681258525,-0.008933474454012824,8.881784197001252e-15,-0.008933474453889997
-15.028757189297323,0.002951556816094705,-1.0986748448637738e-7,0.0029516666836124036,-0.008064866572134122,-3.907985046680551e-14,-0.00806486657204693
-15.018754688672168,0.0034252458403156135,-1.1174676941093583e-7,0.003425357587101406,-0.007146744781918457,2.7533531010703882e-14,-0.007146744781641839
-15.008752188047012,0.003893826770927887,-1.1328043529041505e-7,0.0038939400513685976,-0.00618194180711118,-7.37188088351104e-14,-0.006181941806875071
-14.998749687421853,0.004355275576380507,-1.1444285382416365e-7,0.0043553900192311945,-0.005173536212993213,8.43769498715119e-14,-0.005173536212765741
-14.9887471867967,0.004807559572022472,-1.152066549420338e-7,0.004807674778675183,-0.004124844331640176,0.0,-0.004124844331331017
-14.978744686171545,0.005248645672263619,-1.1553993555274524e-7,0.005248761212204343,-0.003039411050555607,-1.2079226507921703e-13,-0.003039411050654151
-14.968742185546384,0.005676508794302205,-1.1540829331177749e-7,0.005676624202601665,-0.001920999483735919,-4.796163466380676e-14,-0.0019209994837822738
-14.958739684921229,0.006089140389998309,-1.1477408488039204e-7,0.006089255164083199,-0.0007735795394339107,-4.529709940470639e-14,-0.000773579539751635
-14.948737184296077,0.006484557068945073,-1.1359587066803814e-7,0.006484670664799138,0.000398684577538333,-1.9184653865522705e-13,0.00039868457741823644
-14.938734683670916,0.006860809275844675,-1.1183062221867422e-7,0.006860921106472933,0.0015914479092460354,-1.5010215292932116e-13,0.0015914479095018646
-14.92873218304576,0.007215989994813015,-1.0943206037732789e-7,0.007216099426869775,0.0028001992881474536,-1.7497114868092467e-13,0.002800199288121208
-14.918729682420604,0.007548243434770573,-1.063532814593594e-7,0.007548349788054294,0.004020276841265158,-1.4566126083082054e-13,0.004020276840773697
-14.908727181795449,0.007855773665766478,-1.0254614657910328e-7,0.007855876211927917,0.0052468844127968595,-1.1013412404281553e-13,0.00524688441271235
-14.898724681170293,0.008136853174864232,-9.796355996385904e-8,0.008136951138417992,0.006475108851377698,2.5490720645393594e-13,0.006475108851038786
-14.888722180545138,0.008389831285452443,-9.255942293319809e-8,0.008389923844878916,0.00769993810349856,-3.552713678800501e-14,0.0076999381037688415
-14.87871967991998,0.00861314242244874,-8.629051222589295e-8,0.008613228712954937,0.008916280060512705,5.861977570020827e-14,0.008916280060701005
-14.868717179294825,0.00880531417625463,-7.91178504046813e-8,0.008805393294098384,0.010118982084261319,-2.7533531010703882e-14,0.010118982084219593
-14.858714678669669,0.008964975129381879,-7.10077322184975e-8,0.008965046137107078,0.011302851155147842,2.7000623958883807e-13,0.011302851154663725
-14.84871217804451,0.009090862408757486,-6.193287837253407e-8,0.009090924341635224,0.01246267456007466,4.529709940470639e-14,0.012462674560330133
-14.838709677419354,0.009181828928356351,-5.187357422751309e-8,0.009181880801916033,0.013593241055984251,3.410605131648481e-13,0.013593241056328661
-14.828707176794197,0.00923685028303821,-4.08194603995187e-8,0.00923689110246968,0.014689362412313223,2.220446049250313e-14,0.014689362412267044
-14.818704676169041,0.009255031263778014,-2.8769824704827463e-8,0.00925506003359085,0.01574589526664738,2.2382096176443156e-13,0.015745895266834578
-14.808702175543885,0.009235611954910627,-1.5733977191298864e-8,0.009235627688892748,0.01675776320410005,-2.7711166694643907e-13,0.01675776320434488
-14.79869967491873,0.009177973381969568,-1.7334818035199522e-9,0.009177975115451415,0.017719978965107686,-1.865174681370263e-14,0.017719978964967114
-14.788697174293574,0.00908164268159964,1.3199359100839509e-8,0.00908162948225131,0.018627666699123857,2.078337502098293e-13,0.01862766669887416
-14.778694673668419,0.008946297757535538,2.9020308626930516e-8,0.008946268737216868,0.019476084172372232,-6.750155989720952e-14,0.019476084172838228
-14.768692173043263,0.008771771398644667,4.567361574717694e-8,0.008771725725015384,0.02026064483551071,-1.163513729807164e-13,0.020260644835444767
-14.758689672418102,0.008558054829937684,6.309320696013272e-8,0.008557991736727373,0.020976939646843107,-1.3855583347321954e-13,0.02097693964675099
-14.74868717179295,0.008305300671728797,8.120191950131584e-8,0.008305219469803641,0.021620758576911925,8.881784197001252e-14,0.021620758576945637
-14.738684671167794,0.008013825284434152,9.991372418987103e-8,0.008013725370693916,0.022188111678720368,3.304023721284466e-13,0.02218811167916064
-14.728682170542633,0.007684110478318441,1.1913506516585838e-7,0.007683991343241256,0.022675249639834583,-1.092459456231154e-13,0.022675249639789376
-14.718679669917478,0.007316804566846154,1.3876518444544996e-7,0.007316665801676749,0.023078683711927894,-5.773159728050814e-14,0.023078683712044194
-14.708677169292326,0.006912722752805136,1.5869821056208162e-7,0.006912564054588595,0.023395204938317704,6.217248937900877e-15,0.02339520493814017
-14.698674668667167,0.00647284682749652,1.7882480334725464e-7,0.006472668002657629,0.02362190256807395,-3.517186542012496e-13,0.02362190256773871
