t,vx,vxintra,vxinter,vy,vyintra,vyinter,fx,fy,ax,ay,cbocc
-20.0,3.365674199982956e-14,3.365674199982956e-14,0.0,-2.3037769925017022e-14,-2.3037769925017022e-14,0.0,-0.00019373665649995422,-0.0,0.0001549893251999672,0.0,0.0
-19.99,-1.0544961966243344e-5,-2.3037769925017022e-14,-1.0544961943205574e-5,-1.5952641429538554e-6,-1.439860620313564e-13,-1.5952639989677934e-6,-0.00013377193172235696,-0.0,0.0001566286784779129,0.0,1.7074734154605792e-13
-19.98,-5.60943695493807e-6,3.59965155078391e-16,-5.609436955298036e-6,-3.3526834120873656e-6,-1.3534689830947502e-13,-3.3526832767404673e-6,-7.173418174196938e-5,-0.0,0.00015765785224111732,0.0,3.9183835057994805e-13
-19.97,-5.47745596149641e-7,3.0417055604124037e-14,-5.477456265666967e-7,-3.6014433209769894e-6,1.4686578327198353e-13,-3.6014434678427725e-6,-7.830672412380743e-6,-0.0,0.00015805714146459757,0.0,4.720579238869787e-13
-19.96,2.7371641755615367e-6,-3.797632386077025e-14,2.7371642135378607e-6,-3.0687696647053042e-6,7.19930310156782e-14,-3.068769736698335e-6,5.7718285641518826e-5,0.0,0.0001578089794765221,0.0,4.4827960401089015e-13
-19.95,7.138672029107412e-6,-1.637841455606679e-14,7.138672045485827e-6,-1.6573794166059276e-6,-7.19930310156782e-14,-1.6573793446128966e-6,0.00012467993598415156,0.0,0.00015689806546777843,0.0,4.558137111433715e-13
-19.94,1.157881050617834e-5,1.4218623625596444e-14,1.1578810491959716e-5,5.708090795430063e-7,-5.759442481254256e-15,5.708090853024487e-7,0.0001928097428525529,0.0,0.00015531148567351068,0.0,7.030371249043009e-13
-19.93,1.5303025337156302e-5,-4.337580118694611e-14,1.5303025380532104e-5,3.4747339731807067e-6,-1.9294132312201758e-13,3.47473416612203e-6,0.0002618521240350006,0.0,0.00015303882755677507,0.0,1.4361829664580903e-12
-19.92,1.9226305016555814e-5,4.5355609539877266e-14,1.9226304971200205e-5,6.982995895197769e-6,-1.439860620313564e-13,6.982996039183831e-6,0.0003315412487064485,0.0,0.00015007228633730866,0.0,2.923519891430733e-12
-19.91,2.310688867604491e-5,1.8178240331458744e-14,2.3106888657866673e-5,1.1033848866401339e-5,5.18349823312883e-14,1.1033848814566356e-5,0.00040160189847234624,0.0,0.00014640676322428926,0.0,5.44784660521028e-12
-19.9,2.643934490013325e-5,2.3037769925017022e-14,2.6439344877095478e-5,1.554114913530587e-5,7.19930310156782e-14,1.554114906331284e-5,0.00047175038955876974,0.0,0.00014203995473111456,0.0,9.275934521830539e-12
-19.89,2.967837581301431e-5,6.1194076363326466e-15,2.9678375806894904e-5,2.0417678902938998e-5,-1.6702383195637341e-13,2.041767906996283e-5,0.0005416955537782779,0.0,0.00013697243247226215,0.0,1.465462956605064e-11
-19.88,3.277255822662043e-5,1.1518884962508511e-14,3.277255821510155e-5,2.560700883615756e-5,-5.471470357191543e-14,2.560700889087226e-5,0.0006111397755906278,0.0,0.00013120771286766975,0.0,2.1809238555674965e-11
-19.87,3.539483238608632e-5,-1.3678675892978857e-14,3.5394832399764995e-5,3.1045015394840085e-5,1.6126438947511916e-13,3.10450152335757e-5,0.0006797800822736259,0.0,0.00012475231620835822,0.0,3.092165151409028e-11
-19.86,3.7785163271138286e-5,-3.4556654887525534e-14,3.778516330569494e-5,3.6644479982195296e-5,6.047414605316968e-14,3.664447992172115e-5,0.0007473092839202541,0.0,0.00011761581456832028,0.0,4.2128814370530245e-11
-19.85,3.997054355131632e-5,-1.1878850117586902e-14,3.997054356319517e-5,4.2364646195123875e-5,2.879721240627128e-14,4.236464616632666e-5,0.0008134171596838632,0.0,0.0001098108680821348,0.0,5.552835689272303e-11
-19.84,4.1735218191323556e-5,-4.427571407464209e-14,4.173521823559927e-5,4.814336327505147e-5,1.756629956782548e-13,4.814336309938848e-5,0.0008777916864095656,0.0,0.00010135324914483003,0.0,7.116341144066632e-11
-19.83,4.320657268685185e-5,-5.093506944359233e-14,4.3206572737786924e-5,5.391346460811003e-5,7.19930310156782e-14,5.3913464536117e-5,0.0009401203055128886,0.0,9.226185413066098e-5,0.0,8.902429960861283e-11
-19.82,4.444568244317662e-5,-3.311679426721197e-14,4.4445682476293414e-5,5.963590224452324e-5,1.0942940714383086e-13,5.9635902135093835e-5,0.0010000912237025286,0.0,8.255870227009562e-5,0.0,1.090577275261187e-10
-19.81,4.53092947776907e-5,-3.7256393550613467e-14,4.530929481494709e-5,6.525950075743237e-5,3.4556654887525534e-14,6.525950072287571e-5,0.0010573947428908464,0.0,7.226892136962938e-5,0.0,1.3115952250158339e-10
-19.8,4.5863153245190874e-5,3.671644581799588e-14,4.586315320847443e-5,7.073143821201191e-5,-2.0446020808452609e-13,7.073143841647212e-5,0.0011117246143959004,0.0,6.142072010690528e-5,0.0,1.5517692037359672e-10
-19.79,4.6179097161927314e-5,1.0618972074812535e-14,4.617909715130834e-5,7.60166050602146e-5,-8.927135845944096e-14,7.601660514948597e-5,0.0011627794123151903,0.0,5.004534668355161e-5,0.0,1.809210523734003e-10
-19.78,4.616435214938836e-5,7.19930310156782e-16,4.616435214866843e-5,8.107424799819162e-5,-9.215107970006809e-14,8.107424809034269e-5,0.0012102639207418563,0.0,3.817703367060007e-5,0.0,2.0816473236322922e-10
-19.77,4.584895675177289e-5,5.723445965746417e-14,4.5848956694538435e-5,8.58641744860056e-5,2.6493435413769576e-13,8.586417422107125e-5,0.0012538905293042989,0.0,2.5852928935384055e-5,0.0,2.3664576830849085e-10
-19.76,4.530455057705984e-5,-1.1878850117586902e-14,4.530455058893869e-5,9.035496252016199e-5,0.0,9.035496252016199e-5,0.0012933806313369328,0.0,1.3113012595143603e-5,0.0,2.66079922297797e-10
-19.75,4.447306709163796e-5,1.2238815272665293e-14,4.447306707939915e-5,9.451723404657858e-5,5.18349823312883e-14,9.45172339947436e-5,0.0013284660188386753,0.0,1.0396439312053768e-19,0.0,2.961628270312213e-10
-19.74,4.33650786438575e-5,9.539076609577362e-15,4.3365078634318426e-5,9.831923284624689e-5,3.743637612815266e-14,9.831923280881051e-5,0.0013588902682436696,0.0,-1.3440769192702252e-5,-0.0,3.2657298550270444e-10
-19.73,4.204501071701407e-5,7.919233411724601e-15,4.204501070909483e-5,0.0001017360664515071,-3.4556654887525534e-14,0.00010173606648606375,0.0013844101109204837,0.0,-2.7161455730526673e-5,-0.0,3.569843005850478e-10
-19.72,4.048034868639989e-5,-2.4297647967791392e-14,4.048034871069754e-5,0.00010474673211035978,4.319581860940692e-14,0.00010474673206716397,0.0014047967822297855,0.0,-4.111185908106113e-5,-0.0,3.8706992292495407e-10
-19.71,3.8670393420767997e-5,1.1878850117586902e-14,3.8670393408889145e-5,0.00010732752264861743,-9.503080094069522e-14,0.00010732752274364824,0.0014198373429087693,0.0,-5.523956910439648e-5,-0.0,4.1650499248514603e-10
-19.7,3.6670581489939194e-5,-6.1194076363326466e-15,3.66705814960586e-5,0.00010945996847411778,-1.1230912838445798e-13,0.00010945996858642691,0.0014293359665141113,0.0,-6.949013077503949e-5,-0.0,4.4497723322989965e-10
-19.69,3.4466223623473605e-5,2.5737508588104956e-14,3.4466223597736096e-5,0.00011113017370663123,3.4556654887525534e-14,0.00011113017367207458,0.0014331151866437976,0.0,-8.380722158230767e-5,-0.0,4.721917686423916e-10
-19.68,3.205135684195721e-5,-1.5838466823449203e-14,3.2051356857795676e-5,0.00011232163428060498,1.3246717706884788e-13,0.0001123216341481378,0.001431017097673794,0.0,-9.813284117582408e-5,-0.0,4.978730179314372e-10
-19.67,2.947175775374173e-5,7.019320524028624e-15,2.9471757746722414e-5,0.00011302235925904378,-1.3822661955010213e-13,0.0001130223593972704,0.001422904502787746,0.0,-0.00011240751275987487,-0.0,5.217730317949749e-10
-19.66,2.6725634223619415e-5,3.221688137951599e-14,2.6725634191402534e-5,0.00011322425346088097,-3.743637612815266e-14,0.00011322425349831735,0.0014086620031476694,0.0,-0.00012657049567898915,-0.0,5.436760448535079e-10
-19.65,2.3805065032842887e-5,1.3858658470518053e-14,2.380506501898423e-5,0.00011291794330784849,-6.911330977505107e-14,0.0001129179433769618,0.001388197022151354,0.0,-0.00014056000857555918,-0.0,5.633995635682174e-10
-19.64,2.074735173665285e-5,4.517562696233807e-14,2.0747351691477223e-5,0.00011209720338828483,-2.47656026693933e-13,0.00011209720363594085,0.0013614407588479623,0.0,-0.00015431346244074498,-0.0,5.808000728726031e-10
-19.63,1.755943895840401e-5,1.115891980743012e-14,1.755943894724509e-5,0.00011075955823266916,-4.319581860940692e-14,0.00011075955827586498,0.0013283490647371808,0.0,-0.00016776770282121744,-0.0,5.957767282652936e-10
-19.62,1.42341447689931e-5,-3.437667230998634e-14,1.4234144803369771e-5,0.00010890217130258282,-3.743637612815266e-14,0.0001089021713400192,0.0012889032383600649,0.0,-0.0001808592603873675,-0.0,6.082714123396544e-10
-19.61,1.0801490480637691e-5,7.19930310156782e-16,1.080149047991776e-5,0.00010652444895324754,1.7278327443762767e-14,0.00010652444893596921,0.0012431107322998002,0.0,-0.0001935246090139249,-0.0,6.182719284995547e-10
-19.6,7.274529366090571e-6,3.8156306438309447e-14,7.274529327934264e-6,0.00010362932470719633,5.18349823312883e-14,0.00010362932465536134,0.0011910057674497613,0.0,-0.00020570043047104714,-0.0,6.25814214127818e-10
-19.59,3.6482857114632396e-6,-2.879721240627128e-15,3.6482857143429606e-6,0.00010022019997986914,7.487275225630532e-14,0.00010022019990499639,0.001132649849672063,0.0,-0.00021732388477403817,-0.0,6.309813103911822e-10
-19.58,-5.28188144599984e-8,-1.1518884962508511e-14,-5.2818802941113434e-8,9.630200374858971e-5,-7.19930310156782e-14,9.630200382058274e-5,0.00106813218426401,0.0,-0.00022833288519232535,-0.0,6.339040956921416e-10
-19.57,-3.8117304611017597e-6,4.337580118694611e-14,-3.811730504477561e-6,9.188313206270076e-5,-5.759442481254256e-15,9.188313206846019e-5,0.0009975699839692746,0.0,-0.0002386663768742888,-0.0,6.347616825660102e-10
-19.56,-7.630163697952562e-6,6.515369306918877e-14,-7.630163763106255e-6,8.6972905276109e-5,2.879721240627128e-15,8.697290527322928e-5,0.0009211086666176369,0.0,-0.000248264618003438,-0.0,6.337790952738806e-10
